STATE/UT,DISTRICT,YEAR,RAPE
JHARKHAND,SIMDEGA,2009,17
JHARKHAND,SIMDEGA,2010,18
JHARKHAND,SIMDEGA,2011,25
JHARKHAND,SIMDEGA,2012,32
MAHARASHTRA,SINDHUDURG,2001,7
MAHARASHTRA,SINDHUDURG,2002,11
MAHARASHTRA,SINDHUDURG,2003,8
MAHARASHTRA,SINDHUDURG,2004,5
MAHARASHTRA,SINDHUDURG,2005,4
MAHARASHTRA,SINDHUDURG,2006,9
MAHARASHTRA,SINDHUDURG,2007,9
MAHARASHTRA,SINDHUDURG,2008,8
MAHARASHTRA,SINDHUDURG,2009,8
MAHARASHTRA,SINDHUDURG,2010,9
MAHARASHTRA,SINDHUDURG,2011,11
MAHARASHTRA,SINDHUDURG,2012,9
MADHYA PRADESH,SINGRAULI,2008,40
MADHYA PRADESH,SINGRAULI,2009,45
MADHYA PRADESH,SINGRAULI,2010,46
MADHYA PRADESH,SINGRAULI,2011,43
MADHYA PRADESH,SINGRAULI,2012,32
TRIPURA,SIPAHIJALA,2012,23
HIMACHAL PRADESH,SIRMAUR,2001,10
HIMACHAL PRADESH,SIRMAUR,2002,11
HIMACHAL PRADESH,SIRMAUR,2003,8
HIMACHAL PRADESH,SIRMAUR,2004,9
HIMACHAL PRADESH,SIRMAUR,2005,11
HIMACHAL PRADESH,SIRMAUR,2006,3
HIMACHAL PRADESH,SIRMAUR,2007,7
HIMACHAL PRADESH,SIRMAUR,2008,10
HIMACHAL PRADESH,SIRMAUR,2009,15
HIMACHAL PRADESH,SIRMAUR,2010,15
HIMACHAL PRADESH,SIRMAUR,2011,12
HIMACHAL PRADESH,SIRMAUR,2012,17
RAJASTHAN,SIROHI,2001,22
RAJASTHAN,SIROHI,2002,9
RAJASTHAN,SIROHI,2003,11
RAJASTHAN,SIROHI,2004,14
RAJASTHAN,SIROHI,2005,23
RAJASTHAN,SIROHI,2006,20
RAJASTHAN,SIROHI,2007,23
RAJASTHAN,SIROHI,2008,17
RAJASTHAN,SIROHI,2009,18
RAJASTHAN,SIROHI,2010,20
RAJASTHAN,SIROHI,2011,27
RAJASTHAN,SIROHI,2012,29
HARYANA,SIRSA,2001,17
HARYANA,SIRSA,2002,20
HARYANA,SIRSA,2003,22
HARYANA,SIRSA,2004,17
HARYANA,SIRSA,2005,15
HARYANA,SIRSA,2006,18
HARYANA,SIRSA,2007,23
HARYANA,SIRSA,2008,31
HARYANA,SIRSA,2009,24
HARYANA,SIRSA,2010,39
HARYANA,SIRSA,2011,21
HARYANA,SIRSA,2012,30
BIHAR,SITAMARHI,2001,23
BIHAR,SITAMARHI,2002,31
BIHAR,SITAMARHI,2003,37
BIHAR,SITAMARHI,2004,70
BIHAR,SITAMARHI,2005,32
BIHAR,SITAMARHI,2006,27
BIHAR,SITAMARHI,2007,12
BIHAR,SITAMARHI,2008,12
BIHAR,SITAMARHI,2009,8
BIHAR,SITAMARHI,2010,9
BIHAR,SITAMARHI,2011,8
BIHAR,SITAMARHI,2012,20
UTTAR PRADESH,SITAPUR,2001,85
UTTAR PRADESH,SITAPUR,2002,73
UTTAR PRADESH,SITAPUR,2003,47
UTTAR PRADESH,SITAPUR,2004,72
UTTAR PRADESH,SITAPUR,2005,51
UTTAR PRADESH,SITAPUR,2006,47
UTTAR PRADESH,SITAPUR,2007,67
UTTAR PRADESH,SITAPUR,2008,53
UTTAR PRADESH,SITAPUR,2009,61
UTTAR PRADESH,SITAPUR,2010,11
UTTAR PRADESH,SITAPUR,2011,66
UTTAR PRADESH,SITAPUR,2012,49
TAMIL NADU,SIVAGANGAI,2001,5
TAMIL NADU,SIVAGANGAI,2002,6
TAMIL NADU,SIVAGANGAI,2003,4
TAMIL NADU,SIVAGANGAI,2004,13
TAMIL NADU,SIVAGANGAI,2005,2
TAMIL NADU,SIVAGANGAI,2006,5
TAMIL NADU,SIVAGANGAI,2007,3
TAMIL NADU,SIVAGANGAI,2008,1
TAMIL NADU,SIVAGANGAI,2009,5
TAMIL NADU,SIVAGANGAI,2010,1
TAMIL NADU,SIVAGANGAI,2011,5
TAMIL NADU,SIVAGANGAI,2012,11
BIHAR,SIWAN,2001,4
BIHAR,SIWAN,2002,8
BIHAR,SIWAN,2003,13
BIHAR,SIWAN,2004,7
BIHAR,SIWAN,2005,27
BIHAR,SIWAN,2006,18
BIHAR,SIWAN,2007,17
BIHAR,SIWAN,2008,24
BIHAR,SIWAN,2009,14
BIHAR,SIWAN,2010,19
BIHAR,SIWAN,2011,16
BIHAR,SIWAN,2012,20
HIMACHAL PRADESH,SOLAN,2001,12
HIMACHAL PRADESH,SOLAN,2002,9
HIMACHAL PRADESH,SOLAN,2003,11
HIMACHAL PRADESH,SOLAN,2004,20
HIMACHAL PRADESH,SOLAN,2005,15
HIMACHAL PRADESH,SOLAN,2006,9
HIMACHAL PRADESH,SOLAN,2007,8
HIMACHAL PRADESH,SOLAN,2008,14
HIMACHAL PRADESH,SOLAN,2009,8
HIMACHAL PRADESH,SOLAN,2010,11
HIMACHAL PRADESH,SOLAN,2011,11
HIMACHAL PRADESH,SOLAN,2012,9
MAHARASHTRA,SOLAPUR COMMR.,2001,16
MAHARASHTRA,SOLAPUR COMMR.,2002,30
MAHARASHTRA,SOLAPUR COMMR.,2003,15
MAHARASHTRA,SOLAPUR COMMR.,2004,19
MAHARASHTRA,SOLAPUR COMMR.,2005,20
MAHARASHTRA,SOLAPUR COMMR.,2006,12
MAHARASHTRA,SOLAPUR COMMR.,2007,12
MAHARASHTRA,SOLAPUR COMMR.,2008,24
MAHARASHTRA,SOLAPUR COMMR.,2009,22
MAHARASHTRA,SOLAPUR COMMR.,2010,12
MAHARASHTRA,SOLAPUR COMMR.,2011,22
MAHARASHTRA,SOLAPUR COMMR.,2012,25
MAHARASHTRA,SOLAPUR RURAL,2001,35
MAHARASHTRA,SOLAPUR RURAL,2002,33
MAHARASHTRA,SOLAPUR RURAL,2003,44
MAHARASHTRA,SOLAPUR RURAL,2004,41
MAHARASHTRA,SOLAPUR RURAL,2005,40
MAHARASHTRA,SOLAPUR RURAL,2006,54
MAHARASHTRA,SOLAPUR RURAL,2007,46
MAHARASHTRA,SOLAPUR RURAL,2008,63
MAHARASHTRA,SOLAPUR RURAL,2009,50
MAHARASHTRA,SOLAPUR RURAL,2010,63
MAHARASHTRA,SOLAPUR RURAL,2011,53
MAHARASHTRA,SOLAPUR RURAL,2012,67
UTTAR PRADESH,SONBHADRA,2001,5
UTTAR PRADESH,SONBHADRA,2002,5
UTTAR PRADESH,SONBHADRA,2003,5
UTTAR PRADESH,SONBHADRA,2004,6
UTTAR PRADESH,SONBHADRA,2005,8
UTTAR PRADESH,SONBHADRA,2006,8
UTTAR PRADESH,SONBHADRA,2007,16
UTTAR PRADESH,SONBHADRA,2008,26
UTTAR PRADESH,SONBHADRA,2009,25
UTTAR PRADESH,SONBHADRA,2010,21
UTTAR PRADESH,SONBHADRA,2011,19
UTTAR PRADESH,SONBHADRA,2012,21
ODISHA,SONEPUR,2001,8
ODISHA,SONEPUR,2002,6
ODISHA,SONEPUR,2003,4
ODISHA,SONEPUR,2004,5
ODISHA,SONEPUR,2005,4
ODISHA,SONEPUR,2006,13
ODISHA,SONEPUR,2007,16
ODISHA,SONEPUR,2008,15
ODISHA,SONEPUR,2009,17
ODISHA,SONEPUR,2010,17
ODISHA,SONEPUR,2011,10
ODISHA,SONEPUR,2012,12
HARYANA,SONIPAT,2001,15
HARYANA,SONIPAT,2002,14
HARYANA,SONIPAT,2003,15
HARYANA,SONIPAT,2004,13
HARYANA,SONIPAT,2005,28
HARYANA,SONIPAT,2006,31
HARYANA,SONIPAT,2007,24
HARYANA,SONIPAT,2008,36
HARYANA,SONIPAT,2009,32
HARYANA,SONIPAT,2010,27
HARYANA,SONIPAT,2011,27
HARYANA,SONIPAT,2012,32
ASSAM,SONITPUR,2001,53
ASSAM,SONITPUR,2002,67
ASSAM,SONITPUR,2003,64
ASSAM,SONITPUR,2004,87
ASSAM,SONITPUR,2005,77
ASSAM,SONITPUR,2006,56
ASSAM,SONITPUR,2007,70
ASSAM,SONITPUR,2008,56
ASSAM,SONITPUR,2009,89
ASSAM,SONITPUR,2010,80
ASSAM,SONITPUR,2011,96
ASSAM,SONITPUR,2012,97
JAMMU & KASHMIR,SOPORE,2010,9
JAMMU & KASHMIR,SOPORE,2011,4
JAMMU & KASHMIR,SOPORE,2012,7
A & N ISLANDS,SOUTH,2012,8
DELHI UT,SOUTH,2001,65
DELHI UT,SOUTH,2002,65
DELHI UT,SOUTH,2003,83
DELHI UT,SOUTH,2004,96
DELHI UT,SOUTH,2005,87
DELHI UT,SOUTH,2006,87
DELHI UT,SOUTH,2007,83
DELHI UT,SOUTH,2008,37
DELHI UT,SOUTH,2009,42
DELHI UT,SOUTH,2010,59
DELHI UT,SOUTH,2011,65
DELHI UT,SOUTH,2012,70
SIKKIM,SOUTH,2001,1
SIKKIM,SOUTH,2002,1
SIKKIM,SOUTH,2003,1
SIKKIM,SOUTH,2004,2
SIKKIM,SOUTH,2005,6
SIKKIM,SOUTH,2006,5
SIKKIM,SOUTH,2007,12
SIKKIM,SOUTH,2008,9
SIKKIM,SOUTH,2009,8
SIKKIM,SOUTH,2010,9
SIKKIM,SOUTH,2011,4
SIKKIM,SOUTH,2012,12
TRIPURA,SOUTH,2001,29
TRIPURA,SOUTH,2002,30
TRIPURA,SOUTH,2003,37
TRIPURA,SOUTH,2004,51
TRIPURA,SOUTH,2005,42
TRIPURA,SOUTH,2006,51
TRIPURA,SOUTH,2007,41
TRIPURA,SOUTH,2008,45
TRIPURA,SOUTH,2009,48
TRIPURA,SOUTH,2010,36
TRIPURA,SOUTH,2011,58
TRIPURA,SOUTH,2012,30
GOA,SOUTH GOA,2001,8
GOA,SOUTH GOA,2002,3
GOA,SOUTH GOA,2003,9
GOA,SOUTH GOA,2004,24
GOA,SOUTH GOA,2005,9
GOA,SOUTH GOA,2006,13
GOA,SOUTH GOA,2007,15
GOA,SOUTH GOA,2008,15
GOA,SOUTH GOA,2009,16
GOA,SOUTH GOA,2010,24
GOA,SOUTH GOA,2011,16
GOA,SOUTH GOA,2012,29
DELHI UT,SOUTH WEST,2001,42
DELHI UT,SOUTH WEST,2002,68
DELHI UT,SOUTH WEST,2003,57
DELHI UT,SOUTH WEST,2004,79
DELHI UT,SOUTH-EAST,2008,61
DELHI UT,SOUTH-EAST,2009,59
DELHI UT,SOUTH-EAST,2010,80
DELHI UT,SOUTH-EAST,2011,75
DELHI UT,SOUTH-EAST,2012,116
DELHI UT,SOUTH-WEST,2005,71
DELHI UT,SOUTH-WEST,2006,79
DELHI UT,SOUTH-WEST,2007,51
DELHI UT,SOUTH-WEST,2008,38
DELHI UT,SOUTH-WEST,2009,52
DELHI UT,SOUTH-WEST,2010,54
DELHI UT,SOUTH-WEST,2011,69
DELHI UT,SOUTH-WEST,2012,87
DELHI UT,SPL CELL,2002,0
DELHI UT,SPL CELL,2005,0
ANDHRA PRADESH,SRIKAKULAM,2001,8
ANDHRA PRADESH,SRIKAKULAM,2002,14
ANDHRA PRADESH,SRIKAKULAM,2003,9
ANDHRA PRADESH,SRIKAKULAM,2004,15
ANDHRA PRADESH,SRIKAKULAM,2005,15
ANDHRA PRADESH,SRIKAKULAM,2006,27
ANDHRA PRADESH,SRIKAKULAM,2007,30
ANDHRA PRADESH,SRIKAKULAM,2008,32
ANDHRA PRADESH,SRIKAKULAM,2009,21
ANDHRA PRADESH,SRIKAKULAM,2010,35
ANDHRA PRADESH,SRIKAKULAM,2011,29
ANDHRA PRADESH,SRIKAKULAM,2012,39
JAMMU & KASHMIR,SRINAGAR,2001,8
JAMMU & KASHMIR,SRINAGAR,2002,24
JAMMU & KASHMIR,SRINAGAR,2003,23
JAMMU & KASHMIR,SRINAGAR,2004,24
JAMMU & KASHMIR,SRINAGAR,2005,18
JAMMU & KASHMIR,SRINAGAR,2006,22
JAMMU & KASHMIR,SRINAGAR,2007,27
JAMMU & KASHMIR,SRINAGAR,2008,16
JAMMU & KASHMIR,SRINAGAR,2009,21
JAMMU & KASHMIR,SRINAGAR,2010,13
JAMMU & KASHMIR,SRINAGAR,2011,14
JAMMU & KASHMIR,SRINAGAR,2012,19
ODISHA,SRP(CUTTACK),2001,1
ODISHA,SRP(CUTTACK),2002,1
ODISHA,SRP(CUTTACK),2003,1
ODISHA,SRP(CUTTACK),2004,0
ODISHA,SRP(CUTTACK),2005,1
ODISHA,SRP(CUTTACK),2006,1
ODISHA,SRP(CUTTACK),2007,0
ODISHA,SRP(CUTTACK),2008,1
ODISHA,SRP(CUTTACK),2009,2
ODISHA,SRP(CUTTACK),2010,0
ODISHA,SRP(CUTTACK),2011,0
ODISHA,SRP(CUTTACK),2012,0
ODISHA,SRP(ROURKELA),2001,2
ODISHA,SRP(ROURKELA),2002,0
ODISHA,SRP(ROURKELA),2003,1
ODISHA,SRP(ROURKELA),2004,2
ODISHA,SRP(ROURKELA),2005,1
ODISHA,SRP(ROURKELA),2006,2
ODISHA,SRP(ROURKELA),2007,1
ODISHA,SRP(ROURKELA),2008,1
ODISHA,SRP(ROURKELA),2009,1
ODISHA,SRP(ROURKELA),2010,2
ODISHA,SRP(ROURKELA),2011,1
ODISHA,SRP(ROURKELA),2012,1
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,1
UTTAR PRADESH,ST.RAVIDASNAGAR,2002,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2004,3
UTTAR PRADESH,ST.RAVIDASNAGAR,2005,1
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,1
UTTAR PRADESH,ST.RAVIDASNAGAR,2008,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2009,3
UTTAR PRADESH,ST.RAVIDASNAGAR,2010,1
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,2
UTTAR PRADESH,ST.RAVIDASNAGAR,2012,4
DELHI UT,STF,2006,0
DELHI UT,STF,2007,0
DELHI UT,STF,2008,0
DELHI UT,STF,2009,0
DELHI UT,STF,2010,0
DELHI UT,STF,2011,0
DELHI UT,STF,2012,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,2
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,1
ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2005,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,2
ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2005,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,3
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,5
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,4
CHHATTISGARH,SUKMA,2012,1
UTTAR PRADESH,SULTANPUR,2001,29
UTTAR PRADESH,SULTANPUR,2002,23
UTTAR PRADESH,SULTANPUR,2003,18
UTTAR PRADESH,SULTANPUR,2004,18
UTTAR PRADESH,SULTANPUR,2005,16
UTTAR PRADESH,SULTANPUR,2006,25
UTTAR PRADESH,SULTANPUR,2007,34
UTTAR PRADESH,SULTANPUR,2008,25
UTTAR PRADESH,SULTANPUR,2009,16
UTTAR PRADESH,SULTANPUR,2010,14
UTTAR PRADESH,SULTANPUR,2011,21
UTTAR PRADESH,SULTANPUR,2012,26
ODISHA,SUNDARGARH,2001,36
ODISHA,SUNDARGARH,2002,21
ODISHA,SUNDARGARH,2003,21
ODISHA,SUNDARGARH,2004,17
ODISHA,SUNDARGARH,2005,32
ODISHA,SUNDARGARH,2006,39
ODISHA,SUNDARGARH,2007,43
ODISHA,SUNDARGARH,2008,38
ODISHA,SUNDARGARH,2009,20
ODISHA,SUNDARGARH,2010,24
ODISHA,SUNDARGARH,2011,25
ODISHA,SUNDARGARH,2012,40
BIHAR,SUPAUL,2001,30
BIHAR,SUPAUL,2002,22
BIHAR,SUPAUL,2003,22
BIHAR,SUPAUL,2004,25
BIHAR,SUPAUL,2005,40
BIHAR,SUPAUL,2006,24
BIHAR,SUPAUL,2007,43
BIHAR,SUPAUL,2008,53
BIHAR,SUPAUL,2009,26
BIHAR,SUPAUL,2010,19
BIHAR,SUPAUL,2011,23
BIHAR,SUPAUL,2012,20
CHHATTISGARH,SURAJPUR,2005,41
CHHATTISGARH,SURAJPUR,2006,57
CHHATTISGARH,SURAJPUR,2007,65
CHHATTISGARH,SURAJPUR,2008,78
CHHATTISGARH,SURAJPUR,2009,76
CHHATTISGARH,SURAJPUR,2010,77
CHHATTISGARH,SURAJPUR,2011,76
CHHATTISGARH,SURAJPUR,2012,74
GUJARAT,SURAT COMMR.,2001,11
GUJARAT,SURAT COMMR.,2002,18
GUJARAT,SURAT COMMR.,2003,25
GUJARAT,SURAT COMMR.,2004,24
GUJARAT,SURAT COMMR.,2005,23
GUJARAT,SURAT COMMR.,2006,31
GUJARAT,SURAT COMMR.,2007,24
GUJARAT,SURAT COMMR.,2008,28
GUJARAT,SURAT COMMR.,2009,28
GUJARAT,SURAT COMMR.,2010,23
GUJARAT,SURAT COMMR.,2011,36
GUJARAT,SURAT COMMR.,2012,40
GUJARAT,SURAT RURAL,2001,26
GUJARAT,SURAT RURAL,2002,10
GUJARAT,SURAT RURAL,2003,11
GUJARAT,SURAT RURAL,2004,14
GUJARAT,SURAT RURAL,2005,9
GUJARAT,SURAT RURAL,2006,11
GUJARAT,SURAT RURAL,2007,4
GUJARAT,SURAT RURAL,2008,3
GUJARAT,SURAT RURAL,2009,10
GUJARAT,SURAT RURAL,2010,6
GUJARAT,SURAT RURAL,2011,6
GUJARAT,SURAT RURAL,2012,13
GUJARAT,SURENDRANAGAR,2001,11
GUJARAT,SURENDRANAGAR,2002,13
GUJARAT,SURENDRANAGAR,2003,16
GUJARAT,SURENDRANAGAR,2004,13
GUJARAT,SURENDRANAGAR,2005,13
GUJARAT,SURENDRANAGAR,2006,17
GUJARAT,SURENDRANAGAR,2007,17
GUJARAT,SURENDRANAGAR,2008,21
GUJARAT,SURENDRANAGAR,2009,18
GUJARAT,SURENDRANAGAR,2010,29
GUJARAT,SURENDRANAGAR,2011,19
GUJARAT,SURENDRANAGAR,2012,19
MANIPUR,TAMENGLONG,2001,0
MANIPUR,TAMENGLONG,2002,0
MANIPUR,TAMENGLONG,2003,0
MANIPUR,TAMENGLONG,2004,0
MANIPUR,TAMENGLONG,2005,1
MANIPUR,TAMENGLONG,2006,0
MANIPUR,TAMENGLONG,2007,0
MANIPUR,TAMENGLONG,2008,0
MANIPUR,TAMENGLONG,2009,0
MANIPUR,TAMENGLONG,2010,0
MANIPUR,TAMENGLONG,2011,0
MANIPUR,TAMENGLONG,2012,1
GUJARAT,TAPI,2008,3
GUJARAT,TAPI,2009,7
GUJARAT,TAPI,2010,3
GUJARAT,TAPI,2011,2
GUJARAT,TAPI,2012,5
PUNJAB,TARN TARAN,2001,10
PUNJAB,TARN TARAN,2002,12
PUNJAB,TARN TARAN,2003,13
PUNJAB,TARN TARAN,2004,14
PUNJAB,TARN TARAN,2005,19
PUNJAB,TARN TARAN,2006,23
PUNJAB,TARN TARAN,2007,26
PUNJAB,TARN TARAN,2008,18
PUNJAB,TARN TARAN,2009,27
PUNJAB,TARN TARAN,2010,20
PUNJAB,TARN TARAN,2011,16
PUNJAB,TARN TARAN,2012,23
ARUNACHAL PRADESH,TAWANG,2001,1
ARUNACHAL PRADESH,TAWANG,2002,1
ARUNACHAL PRADESH,TAWANG,2003,0
ARUNACHAL PRADESH,TAWANG,2004,0
ARUNACHAL PRADESH,TAWANG,2005,1
ARUNACHAL PRADESH,TAWANG,2006,0
ARUNACHAL PRADESH,TAWANG,2007,1
ARUNACHAL PRADESH,TAWANG,2008,0
ARUNACHAL PRADESH,TAWANG,2009,0
ARUNACHAL PRADESH,TAWANG,2010,1
ARUNACHAL PRADESH,TAWANG,2011,0
ARUNACHAL PRADESH,TAWANG,2012,0
UTTARAKHAND,TEHRI GARHWAL,2001,2
UTTARAKHAND,TEHRI GARHWAL,2002,3
UTTARAKHAND,TEHRI GARHWAL,2003,6
UTTARAKHAND,TEHRI GARHWAL,2004,4
UTTARAKHAND,TEHRI GARHWAL,2005,9
UTTARAKHAND,TEHRI GARHWAL,2006,9
UTTARAKHAND,TEHRI GARHWAL,2007,2
UTTARAKHAND,TEHRI GARHWAL,2008,3
UTTARAKHAND,TEHRI GARHWAL,2009,1
UTTARAKHAND,TEHRI GARHWAL,2010,1
UTTARAKHAND,TEHRI GARHWAL,2011,3
UTTARAKHAND,TEHRI GARHWAL,2012,1
MAHARASHTRA,THANE COMMR.,2001,39
MAHARASHTRA,THANE COMMR.,2002,42
MAHARASHTRA,THANE COMMR.,2003,51
MAHARASHTRA,THANE COMMR.,2004,57
MAHARASHTRA,THANE COMMR.,2005,60
MAHARASHTRA,THANE COMMR.,2006,62
MAHARASHTRA,THANE COMMR.,2007,78
MAHARASHTRA,THANE COMMR.,2008,74
MAHARASHTRA,THANE COMMR.,2009,66
MAHARASHTRA,THANE COMMR.,2010,93
MAHARASHTRA,THANE COMMR.,2011,79
MAHARASHTRA,THANE COMMR.,2012,107
MAHARASHTRA,THANE RURAL,2001,65
MAHARASHTRA,THANE RURAL,2002,51
MAHARASHTRA,THANE RURAL,2003,51
MAHARASHTRA,THANE RURAL,2004,60
MAHARASHTRA,THANE RURAL,2005,66
MAHARASHTRA,THANE RURAL,2006,68
MAHARASHTRA,THANE RURAL,2007,67
MAHARASHTRA,THANE RURAL,2008,71
MAHARASHTRA,THANE RURAL,2009,53
MAHARASHTRA,THANE RURAL,2010,47
MAHARASHTRA,THANE RURAL,2011,63
MAHARASHTRA,THANE RURAL,2012,63
TAMIL NADU,THANJAVUR,2001,0
TAMIL NADU,THANJAVUR,2002,10
TAMIL NADU,THANJAVUR,2003,14
TAMIL NADU,THANJAVUR,2004,12
TAMIL NADU,THANJAVUR,2005,9
TAMIL NADU,THANJAVUR,2006,8
TAMIL NADU,THANJAVUR,2007,5
TAMIL NADU,THANJAVUR,2008,7
TAMIL NADU,THANJAVUR,2009,5
TAMIL NADU,THANJAVUR,2010,7
TAMIL NADU,THANJAVUR,2011,10
TAMIL NADU,THANJAVUR,2012,14
TAMIL NADU,THENI,2001,4
TAMIL NADU,THENI,2002,12
TAMIL NADU,THENI,2003,6
TAMIL NADU,THENI,2004,5
TAMIL NADU,THENI,2005,3
TAMIL NADU,THENI,2006,5
TAMIL NADU,THENI,2007,4
TAMIL NADU,THENI,2008,7
TAMIL NADU,THENI,2009,9
TAMIL NADU,THENI,2010,18
TAMIL NADU,THENI,2011,22
TAMIL NADU,THENI,2012,22
TAMIL NADU,THIRUNELVELI RURAL,2001,57
TAMIL NADU,THIRUNELVELI RURAL,2002,41
TAMIL NADU,THIRUNELVELI RURAL,2003,43
TAMIL NADU,THIRUNELVELI RURAL,2004,30
TAMIL NADU,THIRUNELVELI RURAL,2005,27
TAMIL NADU,THIRUNELVELI RURAL,2006,42
TAMIL NADU,THIRUNELVELI RURAL,2007,35
TAMIL NADU,THIRUNELVELI RURAL,2008,42
TAMIL NADU,THIRUNELVELI RURAL,2009,44
TAMIL NADU,THIRUNELVELI RURAL,2010,48
TAMIL NADU,THIRUNELVELI RURAL,2011,52
TAMIL NADU,THIRUNELVELI RURAL,2012,44
TAMIL NADU,THIRUNELVELI URBAN,2001,3
TAMIL NADU,THIRUNELVELI URBAN,2002,3
TAMIL NADU,THIRUNELVELI URBAN,2003,4
TAMIL NADU,THIRUNELVELI URBAN,2004,3
TAMIL NADU,THIRUNELVELI URBAN,2005,2
TAMIL NADU,THIRUNELVELI URBAN,2006,4
TAMIL NADU,THIRUNELVELI URBAN,2007,6
TAMIL NADU,THIRUNELVELI URBAN,2008,8
TAMIL NADU,THIRUNELVELI URBAN,2009,5
TAMIL NADU,THIRUNELVELI URBAN,2010,16
TAMIL NADU,THIRUNELVELI URBAN,2011,7
TAMIL NADU,THIRUNELVELI URBAN,2012,3
TAMIL NADU,THIRUVALLUR,2001,16
TAMIL NADU,THIRUVALLUR,2002,10
TAMIL NADU,THIRUVALLUR,2003,14
TAMIL NADU,THIRUVALLUR,2004,16
TAMIL NADU,THIRUVALLUR,2005,15
TAMIL NADU,THIRUVALLUR,2006,10
TAMIL NADU,THIRUVALLUR,2007,7
TAMIL NADU,THIRUVALLUR,2008,17
TAMIL NADU,THIRUVALLUR,2009,12
TAMIL NADU,THIRUVALLUR,2010,18
TAMIL NADU,THIRUVALLUR,2011,6
TAMIL NADU,THIRUVALLUR,2012,18
TAMIL NADU,THIRUVANNAMALAI,2001,5
TAMIL NADU,THIRUVANNAMALAI,2002,10
TAMIL NADU,THIRUVANNAMALAI,2003,25
TAMIL NADU,THIRUVANNAMALAI,2004,27
TAMIL NADU,THIRUVANNAMALAI,2005,26
TAMIL NADU,THIRUVANNAMALAI,2006,10
TAMIL NADU,THIRUVANNAMALAI,2007,14
TAMIL NADU,THIRUVANNAMALAI,2008,20
TAMIL NADU,THIRUVANNAMALAI,2009,12
TAMIL NADU,THIRUVANNAMALAI,2010,15
TAMIL NADU,THIRUVANNAMALAI,2011,24
TAMIL NADU,THIRUVANNAMALAI,2012,21
TAMIL NADU,THIRUVARUR,2001,7
TAMIL NADU,THIRUVARUR,2002,4
TAMIL NADU,THIRUVARUR,2003,9
TAMIL NADU,THIRUVARUR,2004,7
TAMIL NADU,THIRUVARUR,2005,4
TAMIL NADU,THIRUVARUR,2006,7
TAMIL NADU,THIRUVARUR,2007,9
TAMIL NADU,THIRUVARUR,2008,6
TAMIL NADU,THIRUVARUR,2009,1
TAMIL NADU,THIRUVARUR,2010,12
TAMIL NADU,THIRUVARUR,2011,4
TAMIL NADU,THIRUVARUR,2012,11
TAMIL NADU,THOOTHUGUDI,2001,12
TAMIL NADU,THOOTHUGUDI,2002,13
TAMIL NADU,THOOTHUGUDI,2003,21
TAMIL NADU,THOOTHUGUDI,2004,35
TAMIL NADU,THOOTHUGUDI,2005,17
TAMIL NADU,THOOTHUGUDI,2006,13
TAMIL NADU,THOOTHUGUDI,2007,19
TAMIL NADU,THOOTHUGUDI,2008,11
TAMIL NADU,THOOTHUGUDI,2009,20
TAMIL NADU,THOOTHUGUDI,2010,32
TAMIL NADU,THOOTHUGUDI,2011,29
TAMIL NADU,THOOTHUGUDI,2012,26
MANIPUR,THOUBAL,2001,4
MANIPUR,THOUBAL,2002,4
MANIPUR,THOUBAL,2003,8
MANIPUR,THOUBAL,2004,11
MANIPUR,THOUBAL,2005,7
MANIPUR,THOUBAL,2006,5
MANIPUR,THOUBAL,2007,6
MANIPUR,THOUBAL,2008,9
MANIPUR,THOUBAL,2009,9
MANIPUR,THOUBAL,2010,9
