STATE/UT,DISTRICT,YEAR,MURDER,RAPE,THEFT
UTTAR PRADESH,BARABANKI,2006,79,21,174
UTTAR PRADESH,BAREILLY,2006,180,45,444
UTTAR PRADESH,BASTI,2006,30,10,92
UTTAR PRADESH,BIJNOR,2006,86,25,197
UTTAR PRADESH,BULANDSHAHAR,2006,177,27,298
UTTAR PRADESH,CHANDOLI,2006,27,3,45
UTTAR PRADESH,CHITRAKOOT DHAM,2006,36,13,42
UTTAR PRADESH,DEORIA,2006,32,5,95
UTTAR PRADESH,ETAH,2006,138,28,229
UTTAR PRADESH,ETAWAH,2006,80,10,92
UTTAR PRADESH,FAIZABAD,2006,45,14,185
UTTAR PRADESH,FATEHGARH,2006,85,9,99
UTTAR PRADESH,FATEHPUR,2006,87,9,79
UTTAR PRADESH,FIROZABAD,2006,127,16,359
UTTAR PRADESH,G.R.P.,2006,18,1,761
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,87,26,946
UTTAR PRADESH,GHAZIABAD,2006,146,29,1109
UTTAR PRADESH,GHAZIPUR,2006,44,8,103
UTTAR PRADESH,GONDA,2006,55,22,167
UTTAR PRADESH,GORAKHPUR,2006,89,23,318
UTTAR PRADESH,HAMIRPUR,2006,36,8,33
UTTAR PRADESH,HARDOI,2006,87,30,150
UTTAR PRADESH,HATHRAS,2006,71,23,220
UTTAR PRADESH,J.P.NAGAR,2006,72,21,131
UTTAR PRADESH,JALAUN,2006,48,4,81
UTTAR PRADESH,JAUNPUR,2006,62,18,161
UTTAR PRADESH,JHANSI,2006,47,8,128
UTTAR PRADESH,KANNAUJ,2006,45,6,97
UTTAR PRADESH,KANPUR DEHAT,2006,50,16,112
UTTAR PRADESH,KANPUR NAGAR,2006,144,27,837
UTTAR PRADESH,KAUSHAMBI,2006,50,15,44
UTTAR PRADESH,KHIRI,2006,105,39,169
UTTAR PRADESH,KUSHI NAGAR,2006,20,9,107
UTTAR PRADESH,LALITPUR,2006,19,7,43
UTTAR PRADESH,LUCKNOW,2006,167,51,2296
UTTAR PRADESH,MAHARAJGANJ,2006,25,21,52
UTTAR PRADESH,MAHOBA,2006,44,3,33
UTTAR PRADESH,MAINPURI,2006,110,16,170
UTTAR PRADESH,MATHURA,2006,104,30,596
UTTAR PRADESH,MAU,2006,33,7,112
UTTAR PRADESH,MEERUT,2006,185,37,1003
UTTAR PRADESH,MIRZAPUR,2006,51,14,101
UTTAR PRADESH,MORADABAD,2006,151,44,557
UTTAR PRADESH,MUZAFFARNAGAR,2006,230,31,628
UTTAR PRADESH,PILIBHIT,2006,47,13,65
UTTAR PRADESH,PRATAPGARH,2006,64,30,176
UTTAR PRADESH,RAIBAREILLY,2006,53,21,188
UTTAR PRADESH,RAMPUR,2006,57,11,242
UTTAR PRADESH,SAHARANPUR,2006,78,15,410
UTTAR PRADESH,SANT KABIRNAGAR,2006,19,4,46
UTTAR PRADESH,SHAHJAHANPUR,2006,115,21,141
UTTAR PRADESH,SHRAWASTI,2006,11,6,33
UTTAR PRADESH,SIDHARTHNAGAR,2006,17,4,86
UTTAR PRADESH,SITAPUR,2006,124,47,387
UTTAR PRADESH,SONBHADRA,2006,31,8,41
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,19,2,47
UTTAR PRADESH,SULTANPUR,2006,77,25,169
UTTAR PRADESH,UNNAO,2006,96,37,159
UTTAR PRADESH,VARANASI,2006,73,16,714
UTTAR PRADESH,TOTAL,2006,5480,1314,20447
UTTARAKHAND,ALMORA,2006,15,11,36
UTTARAKHAND,BAGESHWAR,2006,11,4,14
UTTARAKHAND,CHAMOLI,2006,5,7,13
UTTARAKHAND,CHAMPAWAT,2006,5,3,15
UTTARAKHAND,DEHRADUN,2006,40,23,373
UTTARAKHAND,HARIDWAR,2006,54,32,707
UTTARAKHAND,NAINITAL,2006,25,9,155
UTTARAKHAND,PAURI GARHWAL,2006,16,4,42
UTTARAKHAND,PITHORAGARH,2006,10,8,25
UTTARAKHAND,RUDRA PRAYAG,2006,4,3,12
UTTARAKHAND,TEHRI GARHWAL,2006,11,9,22
UTTARAKHAND,UDHAMSINGH NAGAR,2006,74,23,261
UTTARAKHAND,UTTARKASHI,2006,4,11,21
UTTARAKHAND,TOTAL,2006,274,147,1696
WEST BENGAL,24 PARGANAS NORTH,2006,154,174,1440
WEST BENGAL,24 PARGANAS SOUTH,2006,138,190,1019
WEST BENGAL,ASANSOL,2006,42,19,154
WEST BENGAL,BANKURA,2006,55,51,205
WEST BENGAL,BIRBHUM,2006,72,57,264
WEST BENGAL,BURDWAN,2006,90,64,568
WEST BENGAL,COOCHBEHAR,2006,31,124,135
WEST BENGAL,DAKSHIN DINAJPUR,2006,26,32,95
WEST BENGAL,DARJEELING,2006,52,30,448
WEST BENGAL,HOOGHLY,2006,81,43,511
WEST BENGAL,HOWRAH,2006,53,60,639
WEST BENGAL,HOWRAH G.R.P.,2006,9,0,696
WEST BENGAL,JALPAIGURI,2006,86,118,497
WEST BENGAL,KHARAGPUR G.R.P.,2006,2,0,88
WEST BENGAL,KOLKATA,2006,25,38,2566
WEST BENGAL,MALDA,2006,63,74,399
WEST BENGAL,MURSHIDABAD,2006,95,224,702
WEST BENGAL,NADIA,2006,101,158,846
WEST BENGAL,PASCHIM MIDNAPUR,2006,99,79,327
WEST BENGAL,PURAB MIDNAPUR,2006,61,71,262
WEST BENGAL,PURULIA,2006,41,48,141
WEST BENGAL,SEALDAH G.R.P.,2006,12,1,174
WEST BENGAL,SILIGURI G.R.P.,2006,3,0,63
WEST BENGAL,UTTAR DINAJPUR,2006,34,76,293
WEST BENGAL,TOTAL,2006,1425,1731,12532
A & N ISLANDS,ANDAMAN,2006,3,6,100
A & N ISLANDS,NICOBAR,2006,1,0,1
A & N ISLANDS,TOTAL,2006,4,6,101
CHANDIGARH,CHANDIGARH,2006,12,19,1234
CHANDIGARH,TOTAL,2006,12,19,1234
D & N HAVELI,D and N HAVELI,2006,9,6,61
D & N HAVELI,TOTAL,2006,9,6,61
DAMAN & DIU,DAMAN,2006,6,1,54
DAMAN & DIU,DIU,2006,0,2,9
DAMAN & DIU,TOTAL,2006,6,3,63
DELHI UT,CENTRAL,2006,22,17,1036
DELHI UT,DELHI UT TOTAL,2006,476,623,17498
DELHI UT,EAST,2006,39,61,2096
DELHI UT,GRP(RLY),2006,5,1,945
DELHI UT,IGI AIRPORT,2006,2,0,160
DELHI UT,NEW DELHI,2006,7,6,754
DELHI UT,NORTH,2006,28,22,701
DELHI UT,NORTH-EAST,2006,61,93,1246
DELHI UT,NORTH-WEST,2006,128,169,2690
DELHI UT,SOUTH,2006,66,87,3820
DELHI UT,SOUTH-WEST,2006,52,79,1739
DELHI UT,STF,2006,0,0,1
DELHI UT,WEST,2006,66,88,2310
LAKSHADWEEP,LAKSHADWEEP,2006,0,0,17
LAKSHADWEEP,TOTAL,2006,0,0,17
PUDUCHERRY,KARAIKAL,2006,2,1,94
PUDUCHERRY,PONDICHERRY,2006,28,8,466
PUDUCHERRY,TOTAL,2006,30,9,560
ANDHRA PRADESH,ADILABAD,2007,112,46,481
ANDHRA PRADESH,ANANTAPUR,2007,149,31,603
ANDHRA PRADESH,CHITTOOR,2007,129,31,1134
ANDHRA PRADESH,CUDDAPAH,2007,96,32,420
ANDHRA PRADESH,CYBERABAD,2007,186,45,2928
ANDHRA PRADESH,EAST GODAVARI,2007,99,30,1361
ANDHRA PRADESH,GUNTAKAL RLY.,2007,3,0,119
ANDHRA PRADESH,GUNTUR,2007,157,43,1128
ANDHRA PRADESH,HYDERABAD CITY,2007,121,58,4542
ANDHRA PRADESH,KARIMNAGAR,2007,123,73,803
ANDHRA PRADESH,KHAMMAM,2007,125,81,562
ANDHRA PRADESH,KRISHNA,2007,64,27,521
ANDHRA PRADESH,KURNOOL,2007,124,36,406
ANDHRA PRADESH,MAHABOOBNAGAR,2007,173,87,759
ANDHRA PRADESH,MEDAK,2007,128,51,602
ANDHRA PRADESH,NALGONDA,2007,135,69,468
ANDHRA PRADESH,NELLORE,2007,68,44,718
ANDHRA PRADESH,NIZAMABAD,2007,151,23,490
ANDHRA PRADESH,PRAKASHAM,2007,78,40,511
ANDHRA PRADESH,RANGA REDDY,2007,72,21,150
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,12,0,339
ANDHRA PRADESH,SRIKAKULAM,2007,31,30,206
ANDHRA PRADESH,VIJAYAWADA CITY,2007,33,17,1377
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,3,0,293
ANDHRA PRADESH,VISAKHA RURAL,2007,70,12,111
ANDHRA PRADESH,VISAKHAPATNAM,2007,21,24,1215
ANDHRA PRADESH,VIZIANAGARAM,2007,34,10,253
ANDHRA PRADESH,WARANGAL,2007,106,57,697
ANDHRA PRADESH,WEST GODAVARI,2007,62,52,1194
ANDHRA PRADESH,TOTAL,2007,2665,1070,24391
ARUNACHAL PRADESH,CHANGLANG,2007,5,7,35
ARUNACHAL PRADESH,DIBANG VALLEY,2007,7,2,31
ARUNACHAL PRADESH,K/KUMEY,2007,2,1,19
ARUNACHAL PRADESH,KAMENG EAST,2007,6,1,29
ARUNACHAL PRADESH,KAMENG WEST,2007,2,1,26
ARUNACHAL PRADESH,LOHIT,2007,17,5,42
ARUNACHAL PRADESH,PAPUM PARE,2007,4,8,138
ARUNACHAL PRADESH,SIANG EAST,2007,5,8,63
ARUNACHAL PRADESH,SIANG UPPER,2007,2,5,23
ARUNACHAL PRADESH,SIANG WEST,2007,6,3,35
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,0,3,24
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,1,3,22
ARUNACHAL PRADESH,TAWANG,2007,3,1,10
ARUNACHAL PRADESH,TIRAP,2007,7,0,16
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,1,0,0
ARUNACHAL PRADESH,TOTAL,2007,68,48,513
ASSAM,BARPETA,2007,40,83,211
ASSAM,BASKA,2007,29,7,26
ASSAM,BONGAIGAON,2007,15,40,107
ASSAM,C.I.D.,2007,0,0,0
ASSAM,CACHAR,2007,61,58,505
ASSAM,CHIRANG,2007,12,10,32
ASSAM,DARRANG,2007,23,61,135
ASSAM,DHEMAJI,2007,20,70,150
ASSAM,DHUBRI,2007,44,148,198
ASSAM,DIBRUGARH,2007,112,55,436
ASSAM,G.R.P.,2007,2,3,73
ASSAM,GOALPARA,2007,31,51,174
ASSAM,GOLAGHAT,2007,80,64,281
ASSAM,GUWAHATI CITY,2007,68,71,1941
ASSAM,HAILAKANDI,2007,27,26,71
ASSAM,JORHAT,2007,46,45,299
ASSAM,KAMRUP,2007,47,74,393
ASSAM,KARBI ANGLONG,2007,73,16,161
ASSAM,KARIMGANJ,2007,29,49,182
ASSAM,KOKRAJHAR,2007,41,42,176
ASSAM,LAKHIMPUR,2007,41,62,166
ASSAM,MORIGAON,2007,21,65,123
ASSAM,N.C.HILLS,2007,34,5,44
ASSAM,NAGAON,2007,92,114,394
ASSAM,NALBARI,2007,21,12,90
ASSAM,R.P.O.,2007,5,1,7
ASSAM,SIBSAGAR,2007,78,53,295
ASSAM,SONITPUR,2007,102,70,460
ASSAM,TINSUKIA,2007,143,57,533
ASSAM,UDALGURI,2007,37,25,91
ASSAM,TOTAL,2007,1374,1437,7754
BIHAR,ARARIA,2007,48,47,228
BIHAR,ARWAL,2007,19,8,53
BIHAR,AURANGABAD,2007,68,30,289
BIHAR,BAGAHA,2007,37,38,170
BIHAR,BANKA,2007,56,74,111
BIHAR,BEGUSARAI,2007,100,25,329
BIHAR,BETTIAH,2007,61,23,208
BIHAR,BHABHUA,2007,50,12,192
BIHAR,BHAGALPUR,2007,92,25,425
BIHAR,BHOJPUR,2007,112,41,333
BIHAR,BUXAR,2007,36,13,166
BIHAR,DARBHANGA,2007,72,47,318
BIHAR,GAYA,2007,157,28,439
BIHAR,GOPALGANJ,2007,48,9,203
BIHAR,JAMALPUR RLY.,2007,6,1,59
BIHAR,JAMUI,2007,51,46,104
BIHAR,JEHANABAD,2007,40,7,85
BIHAR,KATIHAR,2007,71,149,165
BIHAR,KATIHAR RLY.,2007,6,2,238
BIHAR,KHAGARIA,2007,48,21,86
BIHAR,KISHANGANJ,2007,23,53,108
BIHAR,LAKHISARAI,2007,32,31,104
BIHAR,MADHEPURA,2007,65,32,120
BIHAR,MADHUBANI,2007,76,47,228
BIHAR,MOTIHARI,2007,111,25,444
BIHAR,MUNGER,2007,76,25,237
BIHAR,MUZAFFARPUR,2007,143,77,875
BIHAR,MUZAFFARPUR RLY.,2007,12,2,331
BIHAR,NALANDA,2007,102,14,406
BIHAR,NAUGACHIA,2007,30,7,58
BIHAR,NAWADAH,2007,75,38,113
BIHAR,PATNA,2007,317,74,1606
BIHAR,PATNA RLY.,2007,15,2,536
BIHAR,PURNEA,2007,101,219,220
BIHAR,ROHTAS,2007,89,23,287
BIHAR,SAHARSA,2007,50,17,128
BIHAR,SAMASTIPUR,2007,78,54,320
BIHAR,SARAN,2007,112,57,410
BIHAR,SHEIKHPURA,2007,25,4,69
BIHAR,SHEOHAR,2007,25,13,35
BIHAR,SITAMARHI,2007,55,12,235
BIHAR,SIWAN,2007,80,17,202
BIHAR,SUPAUL,2007,44,43,168
BIHAR,VAISHALI,2007,120,23,354
BIHAR,TOTAL,2007,3034,1555,11795
CHHATTISGARH,BALRAMPUR,2007,34,46,25
CHHATTISGARH,BILASPUR,2007,93,61,784
CHHATTISGARH,BIZAPUR,2007,113,4,9
CHHATTISGARH,DANTEWARA,2007,87,8,66
CHHATTISGARH,DHAMTARI,2007,14,26,157
CHHATTISGARH,DURG,2007,76,119,808
CHHATTISGARH,GRP RAIPUR,2007,1,1,186
CHHATTISGARH,JAGDALPUR,2007,70,60,122
CHHATTISGARH,JANJGIR,2007,56,54,256
CHHATTISGARH,JASHPUR,2007,57,61,82
CHHATTISGARH,KABIRDHAM,2007,17,29,97
CHHATTISGARH,KANKER,2007,38,22,85
CHHATTISGARH,KORBA,2007,47,31,290
CHHATTISGARH,KORIYA,2007,42,66,172
CHHATTISGARH,MAHASAMUND,2007,16,25,212
CHHATTISGARH,NARAYANPUR,2007,25,3,4
CHHATTISGARH,RAIGARH,2007,62,55,329
CHHATTISGARH,RAIPUR,2007,110,120,1172
CHHATTISGARH,RAJNANDGAON,2007,44,54,247
CHHATTISGARH,SARGUJA,2007,54,72,170
CHHATTISGARH,SURAJPUR,2007,41,65,108
CHHATTISGARH,TOTAL,2007,1097,982,5381
GOA,NORTH GOA,2007,15,5,275
GOA,SOUTH GOA,2007,18,15,219
GOA,TOTAL,2007,33,20,494
GUJARAT,AHMEDABAD COMMR.,2007,100,37,4302
GUJARAT,AHMEDABAD RURAL,2007,30,6,434
GUJARAT,AHWA-DANG,2007,8,5,11
GUJARAT,AMRELI,2007,30,7,172
GUJARAT,ANAND,2007,26,10,589
GUJARAT,BHARUCH,2007,38,8,277
GUJARAT,BHAVNAGAR,2007,43,18,879
GUJARAT,DAHOD,2007,40,8,176
GUJARAT,GANDHINAGAR,2007,19,12,434
GUJARAT,HIMATNAGAR,2007,46,5,234
GUJARAT,JAMNAGAR,2007,41,11,404
GUJARAT,JUNAGADH,2007,46,13,545
GUJARAT,KHEDA NORTH,2007,43,10,393
GUJARAT,KUTCH,2007,49,10,578
GUJARAT,MEHSANA,2007,31,6,699
GUJARAT,NARMADA,2007,15,6,31
GUJARAT,NAVSARI,2007,26,2,100
GUJARAT,PALANPUR,2007,45,19,456
GUJARAT,PANCHMAHAL,2007,55,16,216
GUJARAT,PATAN,2007,18,6,434
GUJARAT,PORBANDAR,2007,6,1,64
GUJARAT,RAJKOT COMMR.,2007,37,4,846
GUJARAT,RAJKOT RURAL,2007,32,25,376
GUJARAT,SURAT COMMR.,2007,108,24,2423
GUJARAT,SURAT RURAL,2007,57,4,182
GUJARAT,SURENDRANAGAR,2007,22,17,270
GUJARAT,VADODARA COMMR.,2007,24,8,1403
GUJARAT,VADODARA RURAL,2007,76,10,192
GUJARAT,VALSAD,2007,39,8,233
GUJARAT,W.RLY,2007,16,0,811
GUJARAT,TOTAL,2007,1166,316,18164
HARYANA,AMBALA,2007,39,23,366
HARYANA,BHIWANI,2007,62,17,391
HARYANA,FARIDABAD,2007,65,37,1268
HARYANA,FATEHABAD,2007,25,7,256
HARYANA,GRP,2007,19,2,427
HARYANA,GURGAON,2007,93,40,2230
HARYANA,HISSAR,2007,55,21,494
HARYANA,JHAJJAR,2007,55,14,260
HARYANA,JIND,2007,34,19,264
HARYANA,KAITHAL,2007,32,14,240
HARYANA,KARNAL,2007,53,47,702
HARYANA,KURUKSHETRA,2007,27,21,632
HARYANA,MAHENDRAGARH,2007,28,10,187
HARYANA,MEWAT,2007,35,44,208
HARYANA,PALWAL,2007,26,15,254
HARYANA,PANCHKULA,2007,18,11,216
HARYANA,PANIPAT,2007,35,34,664
HARYANA,REWARI,2007,18,22,334
HARYANA,ROHTAK,2007,56,18,472
HARYANA,SIRSA,2007,29,23,357
HARYANA,SONIPAT,2007,75,24,454
HARYANA,YAMUNANAGAR,2007,32,25,371
HARYANA,TOTAL,2007,911,488,11047
HIMACHAL PRADESH,BILASPUR,2007,1,6,81
HIMACHAL PRADESH,CHAMBA,2007,9,15,54
HIMACHAL PRADESH,G.R.P.,2007,0,0,3
HIMACHAL PRADESH,HAMIRPUR,2007,7,5,67
HIMACHAL PRADESH,KANGRA,2007,22,20,125
HIMACHAL PRADESH,KINNAUR,2007,7,9,12
HIMACHAL PRADESH,KULLU,2007,11,22,74
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1,1,3
HIMACHAL PRADESH,MANDI,2007,14,30,117
HIMACHAL PRADESH,SHIMLA,2007,15,27,246
HIMACHAL PRADESH,SIRMAUR,2007,16,7,69
HIMACHAL PRADESH,SOLAN,2007,10,8,143
HIMACHAL PRADESH,UNA,2007,14,9,98
HIMACHAL PRADESH,TOTAL,2007,127,159,1092
JAMMU & KASHMIR,ANANTNAG,2007,9,16,120
JAMMU & KASHMIR,AWANTIPORA,2007,13,5,35
JAMMU & KASHMIR,BARAMULLA,2007,47,31,181
JAMMU & KASHMIR,BORDER DISTRICT,2007,9,6,62
JAMMU & KASHMIR,BUDGAM,2007,5,17,176
JAMMU & KASHMIR,CRIME JAMMU,2007,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2007,0,0,0
JAMMU & KASHMIR,DODA,2007,35,28,67
JAMMU & KASHMIR,GANDERBAL,2007,11,5,58
JAMMU & KASHMIR,HANDWARA,2007,12,15,58
JAMMU & KASHMIR,JAMMU,2007,22,25,370
JAMMU & KASHMIR,KARGIL,2007,0,0,4
JAMMU & KASHMIR,KATHUA,2007,11,15,79
JAMMU & KASHMIR,KULGAM,2007,10,9,85
JAMMU & KASHMIR,KUPWARA,2007,23,4,66
JAMMU & KASHMIR,LEH,2007,4,2,14
JAMMU & KASHMIR,POONCH,2007,13,13,43
JAMMU & KASHMIR,PULWAMA,2007,22,11,92
JAMMU & KASHMIR,RAILWAYS,2007,1,0,14
JAMMU & KASHMIR,RAJOURI,2007,23,25,69
JAMMU & KASHMIR,RAMBAN,2007,18,15,60
JAMMU & KASHMIR,REASI,2007,8,7,26
JAMMU & KASHMIR,SRINAGAR,2007,15,27,351
JAMMU & KASHMIR,UDHAMPUR,2007,7,12,56
JAMMU & KASHMIR,TOTAL,2007,318,288,2086
JHARKHAND,BOKARO,2007,60,57,622
JHARKHAND,CHAIBASA,2007,127,43,135
JHARKHAND,CHATRA,2007,29,25,87
JHARKHAND,DEOGHAR,2007,48,24,276
JHARKHAND,DHANBAD,2007,80,41,851
JHARKHAND,DHANBAD RLY.,2007,7,1,127
JHARKHAND,DUMKA,2007,65,52,191
JHARKHAND,GARHWA,2007,53,17,75
JHARKHAND,GIRIDIH,2007,59,46,289
JHARKHAND,GODDA,2007,55,30,152
JHARKHAND,GUMLA,2007,137,60,91
JHARKHAND,HAZARIBAGH,2007,78,41,635
JHARKHAND,JAMSHEDPUR,2007,92,65,944
JHARKHAND,JAMSHEDPUR RLY.,2007,4,1,159
JHARKHAND,JAMTARA,2007,14,22,95
JHARKHAND,KHUNTI,2007,91,15,44
JHARKHAND,KODERMA,2007,22,15,120
JHARKHAND,LATEHAR,2007,53,10,75
JHARKHAND,LOHARDAGGA,2007,31,32,88
JHARKHAND,PAKUR,2007,24,45,100
JHARKHAND,PALAMU,2007,67,29,145
JHARKHAND,RAMGARH,2007,41,28,350
JHARKHAND,RANCHI,2007,203,53,1177
JHARKHAND,SAHEBGANJ,2007,54,64,53
JHARKHAND,SARAIKELA,2007,51,18,151
JHARKHAND,SIMDEGA,2007,72,21,59
JHARKHAND,TOTAL,2007,1617,855,7091
KARNATAKA,BAGALKOT,2007,38,4,125
KARNATAKA,BANGALORE COMMR.,2007,246,62,7377
KARNATAKA,BANGALORE RURAL,2007,176,29,834
KARNATAKA,BELGAUM,2007,110,22,459
KARNATAKA,BELLARY,2007,62,14,226
KARNATAKA,BIDAR,2007,42,11,197
KARNATAKA,BIJAPUR,2007,49,17,155
KARNATAKA,CHAMARAJNAGAR,2007,19,3,84
KARNATAKA,CHICKMAGALUR,2007,32,11,169
KARNATAKA,CHITRADURGA,2007,32,10,183
KARNATAKA,DAKSHIN KANNADA,2007,26,11,215
KARNATAKA,DAVANAGERE,2007,19,10,205
KARNATAKA,DHARWAD COMMR.,2007,16,5,273
KARNATAKA,DHARWAD RURAL,2007,30,7,45
KARNATAKA,GADAG,2007,17,4,68
KARNATAKA,GULBARGA,2007,91,35,262
KARNATAKA,HASSAN,2007,54,13,278
KARNATAKA,HAVERI,2007,17,8,95
KARNATAKA,K.G.F.,2007,12,7,90
KARNATAKA,KODAGU,2007,25,4,129
KARNATAKA,KOLAR,2007,66,19,389
KARNATAKA,KOPPAL,2007,19,6,74
KARNATAKA,MANDYA,2007,48,17,254
KARNATAKA,MYSORE COMMR.,2007,26,13,573
KARNATAKA,MYSORE RURAL,2007,60,20,190
KARNATAKA,RAICHUR,2007,44,19,142
KARNATAKA,RAILWAYS,2007,17,0,367
KARNATAKA,SHIMOGA,2007,40,23,282
KARNATAKA,TUMKUR,2007,74,17,417
KARNATAKA,UDUPI,2007,12,11,119
KARNATAKA,UTTAR KANNADA,2007,19,4,75
KARNATAKA,TOTAL,2007,1538,436,14351
KERALA,ALAPUZHA,2007,19,25,351
KERALA,CBCID,2007,7,2,1
KERALA,ERNAKULAM COMMR.,2007,14,23,350
KERALA,ERNAKULAM RURAL,2007,26,22,335
KERALA,IDUKKI,2007,24,28,213
KERALA,KANNUR,2007,14,34,234
KERALA,KASARGOD,2007,12,19,192
KERALA,KOLLAM,2007,43,46,457
KERALA,KOTTAYAM,2007,17,25,384
KERALA,KOZHIKODE COMMR.,2007,9,15,306
KERALA,KOZHIKODE RURAL,2007,10,25,257
KERALA,MALAPPURAM,2007,22,41,456
KERALA,PALAKKAD,2007,41,39,290
KERALA,PATHANAMTHITTA,2007,21,19,179
KERALA,RAILWAYS,2007,0,0,158
KERALA,THRISSUR,2007,38,48,356
KERALA,TRIVANDRUM COMMR.,2007,13,20,568
KERALA,TRIVANDRUM RURAL,2007,26,54,396
KERALA,WAYANADU,2007,11,27,126
KERALA,TOTAL,2007,367,512,5609
MADHYA PRADESH,ANUPPUR,2007,22,49,130
MADHYA PRADESH,ASHOK NAGAR,2007,34,81,228
MADHYA PRADESH,BALAGHAT,2007,51,53,140
MADHYA PRADESH,BARWANI,2007,39,55,299
MADHYA PRADESH,BETUL,2007,51,156,200
MADHYA PRADESH,BHIND,2007,68,27,212
MADHYA PRADESH,BHOPAL,2007,74,82,2284
MADHYA PRADESH,BHOPAL RLY.,2007,7,1,962
MADHYA PRADESH,BURHANPUR,2007,16,12,140
MADHYA PRADESH,CHHATARPUR,2007,53,65,332
MADHYA PRADESH,CHHINDWARA,2007,59,116,289
MADHYA PRADESH,DAMOH,2007,43,30,148
MADHYA PRADESH,DATIYA,2007,49,25,166
MADHYA PRADESH,DEWAS,2007,39,84,677
MADHYA PRADESH,DHAR,2007,78,82,465
MADHYA PRADESH,DINDORI,2007,15,23,14
MADHYA PRADESH,GUNA,2007,39,80,263
MADHYA PRADESH,GWALIOR,2007,70,74,1623
MADHYA PRADESH,HARDA,2007,17,38,158
MADHYA PRADESH,HOSHANGABAD,2007,41,52,394
MADHYA PRADESH,INDORE,2007,111,102,3363
MADHYA PRADESH,INDORE RLY.,2007,3,4,146
MADHYA PRADESH,JABALPUR,2007,81,77,1035
MADHYA PRADESH,JABALPUR RLY.,2007,2,1,227
MADHYA PRADESH,JHABUA,2007,109,35,140
MADHYA PRADESH,KATNI,2007,37,44,186
MADHYA PRADESH,KHANDWA,2007,19,64,408
MADHYA PRADESH,KHARGON,2007,45,63,501
MADHYA PRADESH,MANDLA,2007,27,47,72
MADHYA PRADESH,MANDSAUR,2007,30,40,287
MADHYA PRADESH,MORENA,2007,47,39,409
MADHYA PRADESH,NARSINGHPUR,2007,31,49,155
MADHYA PRADESH,NEEMUCH,2007,18,20,310
MADHYA PRADESH,PANNA,2007,34,26,77
MADHYA PRADESH,RAISEN,2007,45,75,241
MADHYA PRADESH,RAJGARH,2007,25,100,402
MADHYA PRADESH,RATLAM,2007,35,85,355
MADHYA PRADESH,REWA,2007,40,66,461
MADHYA PRADESH,SAGAR,2007,80,115,557
MADHYA PRADESH,SATNA,2007,90,84,497
MADHYA PRADESH,SEONI,2007,40,51,148
MADHYA PRADESH,SHAHDOL,2007,29,50,166
MADHYA PRADESH,SHAJAPUR,2007,35,67,460
MADHYA PRADESH,SHEOPUR,2007,19,13,81
MADHYA PRADESH,SHIVPURI,2007,64,91,312
MADHYA PRADESH,SIDHI,2007,61,82,307
MADHYA PRADESH,SIHORE,2007,35,56,317
MADHYA PRADESH,TIKAMGARH,2007,56,63,207
MADHYA PRADESH,UJJAIN,2007,70,79,970
MADHYA PRADESH,UMARIYA,2007,13,37,81
MADHYA PRADESH,VIDISHA,2007,48,100,394
MADHYA PRADESH,TOTAL,2007,2244,3010,22396
MAHARASHTRA,AHMEDNAGAR,2007,99,55,1344
MAHARASHTRA,AKOLA,2007,38,22,898
MAHARASHTRA,AMRAVATI COMMR.,2007,30,7,691
MAHARASHTRA,AMRAVATI RURAL,2007,51,58,761
MAHARASHTRA,AURANGABAD COMMR.,2007,37,18,762
MAHARASHTRA,AURANGABAD RURAL,2007,57,14,376
MAHARASHTRA,BEED,2007,69,23,645
MAHARASHTRA,BHANDARA,2007,30,19,547
MAHARASHTRA,BULDHANA,2007,56,39,633
MAHARASHTRA,CHANDRAPUR,2007,59,35,815
MAHARASHTRA,DHULE,2007,49,15,397
MAHARASHTRA,GADCHIROLI,2007,53,11,162
MAHARASHTRA,GONDIA,2007,34,32,314
MAHARASHTRA,HINGOLI,2007,29,9,167
MAHARASHTRA,JALGAON,2007,94,52,667
MAHARASHTRA,JALNA,2007,52,17,361
MAHARASHTRA,KOLHAPUR,2007,65,30,766
MAHARASHTRA,LATUR,2007,73,17,452
MAHARASHTRA,MUMBAI COMMR.,2007,230,174,11670
MAHARASHTRA,MUMBAI RLY.,2007,4,1,1721
MAHARASHTRA,NAGPUR COMMR.,2007,73,50,2354
MAHARASHTRA,NAGPUR RLY.,2007,4,0,878
MAHARASHTRA,NAGPUR RURAL,2007,71,39,843
MAHARASHTRA,NANDED,2007,83,33,514
MAHARASHTRA,NANDURBAR,2007,32,14,213
MAHARASHTRA,NASIK COMMR.,2007,33,7,1018
MAHARASHTRA,NASIK RURAL,2007,80,44,559
MAHARASHTRA,NAVI MUMBAI,2007,45,17,1704
MAHARASHTRA,OSMANABAD,2007,44,29,447
MAHARASHTRA,PARBHANI,2007,47,22,290
