STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
ODISHA,ROURKELA,2009,23
ODISHA,ROURKELA,2010,19
ODISHA,ROURKELA,2011,22
ODISHA,ROURKELA,2012,23
UTTARAKHAND,RUDRA PRAYAG,2001,0
UTTARAKHAND,RUDRA PRAYAG,2002,1
UTTARAKHAND,RUDRA PRAYAG,2003,3
UTTARAKHAND,RUDRA PRAYAG,2004,3
UTTARAKHAND,RUDRA PRAYAG,2005,4
UTTARAKHAND,RUDRA PRAYAG,2006,2
UTTARAKHAND,RUDRA PRAYAG,2007,5
UTTARAKHAND,RUDRA PRAYAG,2008,0
UTTARAKHAND,RUDRA PRAYAG,2009,2
UTTARAKHAND,RUDRA PRAYAG,2010,3
UTTARAKHAND,RUDRA PRAYAG,2011,4
UTTARAKHAND,RUDRA PRAYAG,2012,3
ARUNACHAL PRADESH,RURAL,2010,2
ARUNACHAL PRADESH,RURAL,2011,5
ARUNACHAL PRADESH,RURAL,2012,4
DELHI UT,S.T.F.,2001,0
DELHI UT,S.T.F.,2002,0
DELHI UT,S.T.F.,2003,0
DELHI UT,S.T.F.,2004,0
MADHYA PRADESH,SAGAR,2001,30
MADHYA PRADESH,SAGAR,2002,30
MADHYA PRADESH,SAGAR,2003,30
MADHYA PRADESH,SAGAR,2004,30
MADHYA PRADESH,SAGAR,2005,31
MADHYA PRADESH,SAGAR,2006,31
MADHYA PRADESH,SAGAR,2007,32
MADHYA PRADESH,SAGAR,2008,31
MADHYA PRADESH,SAGAR,2009,44
MADHYA PRADESH,SAGAR,2010,67
MADHYA PRADESH,SAGAR,2011,106
MADHYA PRADESH,SAGAR,2012,63
UTTAR PRADESH,SAHARANPUR,2001,75
UTTAR PRADESH,SAHARANPUR,2002,64
UTTAR PRADESH,SAHARANPUR,2003,63
UTTAR PRADESH,SAHARANPUR,2004,52
UTTAR PRADESH,SAHARANPUR,2005,31
UTTAR PRADESH,SAHARANPUR,2006,41
UTTAR PRADESH,SAHARANPUR,2007,41
UTTAR PRADESH,SAHARANPUR,2008,31
UTTAR PRADESH,SAHARANPUR,2009,41
UTTAR PRADESH,SAHARANPUR,2010,40
UTTAR PRADESH,SAHARANPUR,2011,90
UTTAR PRADESH,SAHARANPUR,2012,101
BIHAR,SAHARSA,2001,27
BIHAR,SAHARSA,2002,20
BIHAR,SAHARSA,2003,25
BIHAR,SAHARSA,2004,47
BIHAR,SAHARSA,2005,40
BIHAR,SAHARSA,2006,41
BIHAR,SAHARSA,2007,35
BIHAR,SAHARSA,2008,41
BIHAR,SAHARSA,2009,55
BIHAR,SAHARSA,2010,51
BIHAR,SAHARSA,2011,63
BIHAR,SAHARSA,2012,95
JHARKHAND,SAHEBGANJ,2001,17
JHARKHAND,SAHEBGANJ,2002,22
JHARKHAND,SAHEBGANJ,2003,16
JHARKHAND,SAHEBGANJ,2004,22
JHARKHAND,SAHEBGANJ,2005,26
JHARKHAND,SAHEBGANJ,2006,22
JHARKHAND,SAHEBGANJ,2007,32
JHARKHAND,SAHEBGANJ,2008,35
JHARKHAND,SAHEBGANJ,2009,35
JHARKHAND,SAHEBGANJ,2010,33
JHARKHAND,SAHEBGANJ,2011,54
JHARKHAND,SAHEBGANJ,2012,71
MIZORAM,SAIHA,2001,0
MIZORAM,SAIHA,2002,1
MIZORAM,SAIHA,2003,1
MIZORAM,SAIHA,2004,1
MIZORAM,SAIHA,2005,1
MIZORAM,SAIHA,2006,1
MIZORAM,SAIHA,2007,0
MIZORAM,SAIHA,2008,0
MIZORAM,SAIHA,2009,0
MIZORAM,SAIHA,2010,2
MIZORAM,SAIHA,2011,0
MIZORAM,SAIHA,2012,1
TAMIL NADU,SALEM RURAL,2001,35
TAMIL NADU,SALEM RURAL,2002,26
TAMIL NADU,SALEM RURAL,2003,69
TAMIL NADU,SALEM RURAL,2004,102
TAMIL NADU,SALEM RURAL,2005,107
TAMIL NADU,SALEM RURAL,2006,45
TAMIL NADU,SALEM RURAL,2007,71
TAMIL NADU,SALEM RURAL,2008,112
TAMIL NADU,SALEM RURAL,2009,91
TAMIL NADU,SALEM RURAL,2010,140
TAMIL NADU,SALEM RURAL,2011,108
TAMIL NADU,SALEM RURAL,2012,79
TAMIL NADU,SALEM URBAN,2001,10
TAMIL NADU,SALEM URBAN,2002,7
TAMIL NADU,SALEM URBAN,2003,9
TAMIL NADU,SALEM URBAN,2004,6
TAMIL NADU,SALEM URBAN,2005,12
TAMIL NADU,SALEM URBAN,2006,13
TAMIL NADU,SALEM URBAN,2007,28
TAMIL NADU,SALEM URBAN,2008,32
TAMIL NADU,SALEM URBAN,2009,39
TAMIL NADU,SALEM URBAN,2010,44
TAMIL NADU,SALEM URBAN,2011,38
TAMIL NADU,SALEM URBAN,2012,23
BIHAR,SAMASTIPUR,2001,75
BIHAR,SAMASTIPUR,2002,56
BIHAR,SAMASTIPUR,2003,80
BIHAR,SAMASTIPUR,2004,123
BIHAR,SAMASTIPUR,2005,97
BIHAR,SAMASTIPUR,2006,109
BIHAR,SAMASTIPUR,2007,98
BIHAR,SAMASTIPUR,2008,74
BIHAR,SAMASTIPUR,2009,130
BIHAR,SAMASTIPUR,2010,189
BIHAR,SAMASTIPUR,2011,166
BIHAR,SAMASTIPUR,2012,131
JAMMU & KASHMIR,SAMBA,2008,9
JAMMU & KASHMIR,SAMBA,2009,8
JAMMU & KASHMIR,SAMBA,2010,4
JAMMU & KASHMIR,SAMBA,2011,11
JAMMU & KASHMIR,SAMBA,2012,9
ODISHA,SAMBALPUR,2001,13
ODISHA,SAMBALPUR,2002,5
ODISHA,SAMBALPUR,2003,10
ODISHA,SAMBALPUR,2004,16
ODISHA,SAMBALPUR,2005,25
ODISHA,SAMBALPUR,2006,13
ODISHA,SAMBALPUR,2007,15
ODISHA,SAMBALPUR,2008,13
ODISHA,SAMBALPUR,2009,16
ODISHA,SAMBALPUR,2010,17
ODISHA,SAMBALPUR,2011,13
ODISHA,SAMBALPUR,2012,34
MAHARASHTRA,SANGLI,2001,18
MAHARASHTRA,SANGLI,2002,22
MAHARASHTRA,SANGLI,2003,24
MAHARASHTRA,SANGLI,2004,14
MAHARASHTRA,SANGLI,2005,32
MAHARASHTRA,SANGLI,2006,21
MAHARASHTRA,SANGLI,2007,18
MAHARASHTRA,SANGLI,2008,21
MAHARASHTRA,SANGLI,2009,22
MAHARASHTRA,SANGLI,2010,26
MAHARASHTRA,SANGLI,2011,22
MAHARASHTRA,SANGLI,2012,35
PUNJAB,SANGRUR,2001,28
PUNJAB,SANGRUR,2002,23
PUNJAB,SANGRUR,2003,18
PUNJAB,SANGRUR,2004,16
PUNJAB,SANGRUR,2005,21
PUNJAB,SANGRUR,2006,14
PUNJAB,SANGRUR,2007,26
PUNJAB,SANGRUR,2008,23
PUNJAB,SANGRUR,2009,26
PUNJAB,SANGRUR,2010,19
PUNJAB,SANGRUR,2011,25
PUNJAB,SANGRUR,2012,39
UTTAR PRADESH,SANT KABIRNAGAR,2001,17
UTTAR PRADESH,SANT KABIRNAGAR,2002,12
UTTAR PRADESH,SANT KABIRNAGAR,2003,5
UTTAR PRADESH,SANT KABIRNAGAR,2004,10
UTTAR PRADESH,SANT KABIRNAGAR,2005,16
UTTAR PRADESH,SANT KABIRNAGAR,2006,18
UTTAR PRADESH,SANT KABIRNAGAR,2007,20
UTTAR PRADESH,SANT KABIRNAGAR,2008,40
UTTAR PRADESH,SANT KABIRNAGAR,2009,29
UTTAR PRADESH,SANT KABIRNAGAR,2010,45
UTTAR PRADESH,SANT KABIRNAGAR,2011,48
UTTAR PRADESH,SANT KABIRNAGAR,2012,50
JHARKHAND,SARAIKELA,2001,19
JHARKHAND,SARAIKELA,2002,16
JHARKHAND,SARAIKELA,2003,26
JHARKHAND,SARAIKELA,2004,16
JHARKHAND,SARAIKELA,2005,19
JHARKHAND,SARAIKELA,2006,14
JHARKHAND,SARAIKELA,2007,23
JHARKHAND,SARAIKELA,2008,14
JHARKHAND,SARAIKELA,2009,15
JHARKHAND,SARAIKELA,2010,16
JHARKHAND,SARAIKELA,2011,16
JHARKHAND,SARAIKELA,2012,16
BIHAR,SARAN,2001,65
BIHAR,SARAN,2002,73
BIHAR,SARAN,2003,95
BIHAR,SARAN,2004,159
BIHAR,SARAN,2005,85
BIHAR,SARAN,2006,104
BIHAR,SARAN,2007,41
BIHAR,SARAN,2008,98
BIHAR,SARAN,2009,91
BIHAR,SARAN,2010,136
BIHAR,SARAN,2011,146
BIHAR,SARAN,2012,178
CHHATTISGARH,SARGUJA,2001,17
CHHATTISGARH,SARGUJA,2002,19
CHHATTISGARH,SARGUJA,2003,12
CHHATTISGARH,SARGUJA,2004,13
CHHATTISGARH,SARGUJA,2005,19
CHHATTISGARH,SARGUJA,2006,11
CHHATTISGARH,SARGUJA,2007,9
CHHATTISGARH,SARGUJA,2008,9
CHHATTISGARH,SARGUJA,2009,15
CHHATTISGARH,SARGUJA,2010,25
CHHATTISGARH,SARGUJA,2011,32
CHHATTISGARH,SARGUJA,2012,18
PUNJAB,SAS NGR,2006,15
PUNJAB,SAS NGR,2007,33
PUNJAB,SAS NGR,2008,28
PUNJAB,SAS NGR,2009,37
PUNJAB,SAS NGR,2010,35
PUNJAB,SAS NGR,2011,39
PUNJAB,SAS NGR,2012,52
MAHARASHTRA,SATARA,2001,12
MAHARASHTRA,SATARA,2002,14
MAHARASHTRA,SATARA,2003,14
MAHARASHTRA,SATARA,2004,20
MAHARASHTRA,SATARA,2005,26
MAHARASHTRA,SATARA,2006,41
MAHARASHTRA,SATARA,2007,38
MAHARASHTRA,SATARA,2008,21
MAHARASHTRA,SATARA,2009,22
MAHARASHTRA,SATARA,2010,42
MAHARASHTRA,SATARA,2011,41
MAHARASHTRA,SATARA,2012,36
MADHYA PRADESH,SATNA,2001,16
MADHYA PRADESH,SATNA,2002,29
MADHYA PRADESH,SATNA,2003,18
MADHYA PRADESH,SATNA,2004,17
MADHYA PRADESH,SATNA,2005,18
MADHYA PRADESH,SATNA,2006,18
MADHYA PRADESH,SATNA,2007,27
MADHYA PRADESH,SATNA,2008,20
MADHYA PRADESH,SATNA,2009,23
MADHYA PRADESH,SATNA,2010,27
MADHYA PRADESH,SATNA,2011,20
MADHYA PRADESH,SATNA,2012,29
RAJASTHAN,SAWAI MADHOPUR,2001,62
RAJASTHAN,SAWAI MADHOPUR,2002,52
RAJASTHAN,SAWAI MADHOPUR,2003,42
RAJASTHAN,SAWAI MADHOPUR,2004,50
RAJASTHAN,SAWAI MADHOPUR,2005,36
RAJASTHAN,SAWAI MADHOPUR,2006,47
RAJASTHAN,SAWAI MADHOPUR,2007,48
RAJASTHAN,SAWAI MADHOPUR,2008,50
RAJASTHAN,SAWAI MADHOPUR,2009,83
RAJASTHAN,SAWAI MADHOPUR,2010,86
RAJASTHAN,SAWAI MADHOPUR,2011,89
RAJASTHAN,SAWAI MADHOPUR,2012,95
PUNJAB,SBS NAGAR,2008,7
PUNJAB,SBS NAGAR,2009,6
PUNJAB,SBS NAGAR,2010,16
PUNJAB,SBS NAGAR,2011,9
PUNJAB,SBS NAGAR,2012,17
WEST BENGAL,SEALDAH G.R.P.,2001,3
WEST BENGAL,SEALDAH G.R.P.,2002,4
WEST BENGAL,SEALDAH G.R.P.,2003,3
WEST BENGAL,SEALDAH G.R.P.,2004,6
WEST BENGAL,SEALDAH G.R.P.,2005,9
WEST BENGAL,SEALDAH G.R.P.,2006,5
WEST BENGAL,SEALDAH G.R.P.,2007,4
WEST BENGAL,SEALDAH G.R.P.,2008,6
WEST BENGAL,SEALDAH G.R.P.,2009,6
WEST BENGAL,SEALDAH G.R.P.,2010,6
WEST BENGAL,SEALDAH G.R.P.,2011,8
WEST BENGAL,SEALDAH G.R.P.,2012,7
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2003,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2005,4
ANDHRA PRADESH,SECUNDERABAD RLY.,2006,3
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2009,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2010,1
ANDHRA PRADESH,SECUNDERABAD RLY.,2011,1
ANDHRA PRADESH,SECUNDERABAD RLY.,2012,0
MANIPUR,SENAPATI,2001,6
MANIPUR,SENAPATI,2002,1
MANIPUR,SENAPATI,2003,7
MANIPUR,SENAPATI,2004,7
MANIPUR,SENAPATI,2005,3
MANIPUR,SENAPATI,2006,6
MANIPUR,SENAPATI,2007,8
MANIPUR,SENAPATI,2008,6
MANIPUR,SENAPATI,2009,6
MANIPUR,SENAPATI,2010,22
MANIPUR,SENAPATI,2011,5
MANIPUR,SENAPATI,2012,22
MADHYA PRADESH,SEONI,2001,3
MADHYA PRADESH,SEONI,2002,4
MADHYA PRADESH,SEONI,2003,1
MADHYA PRADESH,SEONI,2004,10
MADHYA PRADESH,SEONI,2005,10
MADHYA PRADESH,SEONI,2006,6
MADHYA PRADESH,SEONI,2007,7
MADHYA PRADESH,SEONI,2008,16
MADHYA PRADESH,SEONI,2009,12
MADHYA PRADESH,SEONI,2010,21
MADHYA PRADESH,SEONI,2011,12
MADHYA PRADESH,SEONI,2012,10
MIZORAM,SERCHHIP,2001,1
MIZORAM,SERCHHIP,2002,1
MIZORAM,SERCHHIP,2003,0
MIZORAM,SERCHHIP,2004,1
MIZORAM,SERCHHIP,2005,0
MIZORAM,SERCHHIP,2006,0
MIZORAM,SERCHHIP,2007,0
MIZORAM,SERCHHIP,2008,0
MIZORAM,SERCHHIP,2009,0
MIZORAM,SERCHHIP,2010,0
MIZORAM,SERCHHIP,2011,0
MIZORAM,SERCHHIP,2012,0
MADHYA PRADESH,SHAHDOL,2001,13
MADHYA PRADESH,SHAHDOL,2002,13
MADHYA PRADESH,SHAHDOL,2003,12
MADHYA PRADESH,SHAHDOL,2004,10
MADHYA PRADESH,SHAHDOL,2005,6
MADHYA PRADESH,SHAHDOL,2006,4
MADHYA PRADESH,SHAHDOL,2007,8
MADHYA PRADESH,SHAHDOL,2008,13
MADHYA PRADESH,SHAHDOL,2009,11
MADHYA PRADESH,SHAHDOL,2010,16
MADHYA PRADESH,SHAHDOL,2011,22
MADHYA PRADESH,SHAHDOL,2012,27
UTTAR PRADESH,SHAHJAHANPUR,2001,112
UTTAR PRADESH,SHAHJAHANPUR,2002,89
UTTAR PRADESH,SHAHJAHANPUR,2003,65
UTTAR PRADESH,SHAHJAHANPUR,2004,89
UTTAR PRADESH,SHAHJAHANPUR,2005,55
UTTAR PRADESH,SHAHJAHANPUR,2006,57
UTTAR PRADESH,SHAHJAHANPUR,2007,102
UTTAR PRADESH,SHAHJAHANPUR,2008,121
UTTAR PRADESH,SHAHJAHANPUR,2009,107
UTTAR PRADESH,SHAHJAHANPUR,2010,102
UTTAR PRADESH,SHAHJAHANPUR,2011,141
UTTAR PRADESH,SHAHJAHANPUR,2012,130
MADHYA PRADESH,SHAJAPUR,2001,13
MADHYA PRADESH,SHAJAPUR,2002,18
MADHYA PRADESH,SHAJAPUR,2003,13
MADHYA PRADESH,SHAJAPUR,2004,15
MADHYA PRADESH,SHAJAPUR,2005,15
MADHYA PRADESH,SHAJAPUR,2006,19
MADHYA PRADESH,SHAJAPUR,2007,15
MADHYA PRADESH,SHAJAPUR,2008,16
MADHYA PRADESH,SHAJAPUR,2009,18
MADHYA PRADESH,SHAJAPUR,2010,19
MADHYA PRADESH,SHAJAPUR,2011,13
MADHYA PRADESH,SHAJAPUR,2012,18
BIHAR,SHEIKHPURA,2001,16
BIHAR,SHEIKHPURA,2002,24
BIHAR,SHEIKHPURA,2003,21
BIHAR,SHEIKHPURA,2004,20
BIHAR,SHEIKHPURA,2005,23
BIHAR,SHEIKHPURA,2006,9
BIHAR,SHEIKHPURA,2007,11
BIHAR,SHEIKHPURA,2008,25
BIHAR,SHEIKHPURA,2009,10
BIHAR,SHEIKHPURA,2010,22
BIHAR,SHEIKHPURA,2011,22
BIHAR,SHEIKHPURA,2012,39
BIHAR,SHEOHAR,2001,13
BIHAR,SHEOHAR,2002,19
BIHAR,SHEOHAR,2003,11
BIHAR,SHEOHAR,2004,8
BIHAR,SHEOHAR,2005,26
BIHAR,SHEOHAR,2006,19
BIHAR,SHEOHAR,2007,8
BIHAR,SHEOHAR,2008,19
BIHAR,SHEOHAR,2009,25
BIHAR,SHEOHAR,2010,17
BIHAR,SHEOHAR,2011,25
BIHAR,SHEOHAR,2012,32
MADHYA PRADESH,SHEOPUR,2001,18
MADHYA PRADESH,SHEOPUR,2002,20
MADHYA PRADESH,SHEOPUR,2003,4
MADHYA PRADESH,SHEOPUR,2004,5
MADHYA PRADESH,SHEOPUR,2005,4
MADHYA PRADESH,SHEOPUR,2006,8
MADHYA PRADESH,SHEOPUR,2007,6
MADHYA PRADESH,SHEOPUR,2008,10
MADHYA PRADESH,SHEOPUR,2009,7
MADHYA PRADESH,SHEOPUR,2010,10
MADHYA PRADESH,SHEOPUR,2011,11
MADHYA PRADESH,SHEOPUR,2012,4
HIMACHAL PRADESH,SHIMLA,2001,13
HIMACHAL PRADESH,SHIMLA,2002,22
HIMACHAL PRADESH,SHIMLA,2003,21
HIMACHAL PRADESH,SHIMLA,2004,16
HIMACHAL PRADESH,SHIMLA,2005,14
HIMACHAL PRADESH,SHIMLA,2006,28
HIMACHAL PRADESH,SHIMLA,2007,28
HIMACHAL PRADESH,SHIMLA,2008,20
HIMACHAL PRADESH,SHIMLA,2009,28
HIMACHAL PRADESH,SHIMLA,2010,23
HIMACHAL PRADESH,SHIMLA,2011,24
HIMACHAL PRADESH,SHIMLA,2012,29
KARNATAKA,SHIMOGA,2001,14
KARNATAKA,SHIMOGA,2002,14
KARNATAKA,SHIMOGA,2003,21
KARNATAKA,SHIMOGA,2004,22
KARNATAKA,SHIMOGA,2005,27
KARNATAKA,SHIMOGA,2006,21
KARNATAKA,SHIMOGA,2007,26
KARNATAKA,SHIMOGA,2008,27
KARNATAKA,SHIMOGA,2009,38
KARNATAKA,SHIMOGA,2010,31
KARNATAKA,SHIMOGA,2011,25
KARNATAKA,SHIMOGA,2012,32
MADHYA PRADESH,SHIVPURI,2001,20
MADHYA PRADESH,SHIVPURI,2002,18
MADHYA PRADESH,SHIVPURI,2003,47
MADHYA PRADESH,SHIVPURI,2004,28
MADHYA PRADESH,SHIVPURI,2005,22
MADHYA PRADESH,SHIVPURI,2006,22
MADHYA PRADESH,SHIVPURI,2007,29
MADHYA PRADESH,SHIVPURI,2008,31
MADHYA PRADESH,SHIVPURI,2009,32
MADHYA PRADESH,SHIVPURI,2010,28
MADHYA PRADESH,SHIVPURI,2011,27
MADHYA PRADESH,SHIVPURI,2012,29
JAMMU & KASHMIR,SHOPIAN,2008,16
JAMMU & KASHMIR,SHOPIAN,2009,41
JAMMU & KASHMIR,SHOPIAN,2010,47
JAMMU & KASHMIR,SHOPIAN,2011,29
JAMMU & KASHMIR,SHOPIAN,2012,47
UTTAR PRADESH,SHRAWASTI,2001,21
UTTAR PRADESH,SHRAWASTI,2002,6
UTTAR PRADESH,SHRAWASTI,2003,4
UTTAR PRADESH,SHRAWASTI,2004,9
UTTAR PRADESH,SHRAWASTI,2005,13
UTTAR PRADESH,SHRAWASTI,2006,21
UTTAR PRADESH,SHRAWASTI,2007,18
UTTAR PRADESH,SHRAWASTI,2008,16
UTTAR PRADESH,SHRAWASTI,2009,23
UTTAR PRADESH,SHRAWASTI,2010,25
UTTAR PRADESH,SHRAWASTI,2011,40
UTTAR PRADESH,SHRAWASTI,2012,42
ARUNACHAL PRADESH,SIANG EAST,2001,11
ARUNACHAL PRADESH,SIANG EAST,2002,10
ARUNACHAL PRADESH,SIANG EAST,2003,10
ARUNACHAL PRADESH,SIANG EAST,2004,14
ARUNACHAL PRADESH,SIANG EAST,2005,6
ARUNACHAL PRADESH,SIANG EAST,2006,6
ARUNACHAL PRADESH,SIANG EAST,2007,4
ARUNACHAL PRADESH,SIANG EAST,2008,8
ARUNACHAL PRADESH,SIANG EAST,2009,10
ARUNACHAL PRADESH,SIANG EAST,2010,7
ARUNACHAL PRADESH,SIANG EAST,2011,4
ARUNACHAL PRADESH,SIANG EAST,2012,1
ARUNACHAL PRADESH,SIANG UPPER,2001,5
ARUNACHAL PRADESH,SIANG UPPER,2002,0
ARUNACHAL PRADESH,SIANG UPPER,2003,1
ARUNACHAL PRADESH,SIANG UPPER,2004,0
ARUNACHAL PRADESH,SIANG UPPER,2005,1
ARUNACHAL PRADESH,SIANG UPPER,2006,2
ARUNACHAL PRADESH,SIANG UPPER,2007,0
ARUNACHAL PRADESH,SIANG UPPER,2008,1
ARUNACHAL PRADESH,SIANG UPPER,2009,1
ARUNACHAL PRADESH,SIANG UPPER,2010,1
ARUNACHAL PRADESH,SIANG UPPER,2011,3
ARUNACHAL PRADESH,SIANG UPPER,2012,3
ARUNACHAL PRADESH,SIANG WEST,2001,17
ARUNACHAL PRADESH,SIANG WEST,2002,7
ARUNACHAL PRADESH,SIANG WEST,2003,5
ARUNACHAL PRADESH,SIANG WEST,2004,10
ARUNACHAL PRADESH,SIANG WEST,2005,5
ARUNACHAL PRADESH,SIANG WEST,2006,7
ARUNACHAL PRADESH,SIANG WEST,2007,6
ARUNACHAL PRADESH,SIANG WEST,2008,10
ARUNACHAL PRADESH,SIANG WEST,2009,5
ARUNACHAL PRADESH,SIANG WEST,2010,6
ARUNACHAL PRADESH,SIANG WEST,2011,8
ARUNACHAL PRADESH,SIANG WEST,2012,4
ASSAM,SIBSAGAR,2001,64
ASSAM,SIBSAGAR,2002,57
ASSAM,SIBSAGAR,2003,76
ASSAM,SIBSAGAR,2004,81
ASSAM,SIBSAGAR,2005,73
ASSAM,SIBSAGAR,2006,79
ASSAM,SIBSAGAR,2007,54
ASSAM,SIBSAGAR,2008,111
ASSAM,SIBSAGAR,2009,120
ASSAM,SIBSAGAR,2010,142
ASSAM,SIBSAGAR,2011,132
ASSAM,SIBSAGAR,2012,168
UTTAR PRADESH,SIDHARTHNAGAR,2001,24
UTTAR PRADESH,SIDHARTHNAGAR,2002,21
UTTAR PRADESH,SIDHARTHNAGAR,2003,7
UTTAR PRADESH,SIDHARTHNAGAR,2004,17
UTTAR PRADESH,SIDHARTHNAGAR,2005,19
UTTAR PRADESH,SIDHARTHNAGAR,2006,28
UTTAR PRADESH,SIDHARTHNAGAR,2007,25
UTTAR PRADESH,SIDHARTHNAGAR,2008,32
UTTAR PRADESH,SIDHARTHNAGAR,2009,30
UTTAR PRADESH,SIDHARTHNAGAR,2010,40
UTTAR PRADESH,SIDHARTHNAGAR,2011,42
UTTAR PRADESH,SIDHARTHNAGAR,2012,48
MADHYA PRADESH,SIDHI,2001,33
MADHYA PRADESH,SIDHI,2002,17
MADHYA PRADESH,SIDHI,2003,26
MADHYA PRADESH,SIDHI,2004,27
MADHYA PRADESH,SIDHI,2005,22
MADHYA PRADESH,SIDHI,2006,31
MADHYA PRADESH,SIDHI,2007,44
MADHYA PRADESH,SIDHI,2008,17
MADHYA PRADESH,SIDHI,2009,14
MADHYA PRADESH,SIDHI,2010,29
MADHYA PRADESH,SIDHI,2011,32
MADHYA PRADESH,SIDHI,2012,40
MADHYA PRADESH,SIHORE,2001,29
MADHYA PRADESH,SIHORE,2002,51
MADHYA PRADESH,SIHORE,2003,6
MADHYA PRADESH,SIHORE,2004,5
MADHYA PRADESH,SIHORE,2005,11
MADHYA PRADESH,SIHORE,2006,14
MADHYA PRADESH,SIHORE,2007,17
MADHYA PRADESH,SIHORE,2008,20
MADHYA PRADESH,SIHORE,2009,25
MADHYA PRADESH,SIHORE,2010,32
MADHYA PRADESH,SIHORE,2011,26
MADHYA PRADESH,SIHORE,2012,14
RAJASTHAN,SIKAR,2001,48
RAJASTHAN,SIKAR,2002,52
RAJASTHAN,SIKAR,2003,41
RAJASTHAN,SIKAR,2004,66
RAJASTHAN,SIKAR,2005,68
RAJASTHAN,SIKAR,2006,60
RAJASTHAN,SIKAR,2007,59
RAJASTHAN,SIKAR,2008,48
RAJASTHAN,SIKAR,2009,84
RAJASTHAN,SIKAR,2010,114
RAJASTHAN,SIKAR,2011,91
RAJASTHAN,SIKAR,2012,96
WEST BENGAL,SILIGURI G.R.P.,2001,2
WEST BENGAL,SILIGURI G.R.P.,2002,1
WEST BENGAL,SILIGURI G.R.P.,2003,2
WEST BENGAL,SILIGURI G.R.P.,2004,2
WEST BENGAL,SILIGURI G.R.P.,2005,2
WEST BENGAL,SILIGURI G.R.P.,2006,4
WEST BENGAL,SILIGURI G.R.P.,2007,1
WEST BENGAL,SILIGURI G.R.P.,2008,6
WEST BENGAL,SILIGURI G.R.P.,2009,1
WEST BENGAL,SILIGURI G.R.P.,2010,3
WEST BENGAL,SILIGURI G.R.P.,2011,4
WEST BENGAL,SILIGURI G.R.P.,2012,3
WEST BENGAL,SILIGURI_PC,2012,123
JHARKHAND,SIMDEGA,2001,12
JHARKHAND,SIMDEGA,2002,2
JHARKHAND,SIMDEGA,2003,12
JHARKHAND,SIMDEGA,2004,2
JHARKHAND,SIMDEGA,2005,10
JHARKHAND,SIMDEGA,2006,9
JHARKHAND,SIMDEGA,2007,20
JHARKHAND,SIMDEGA,2008,12
JHARKHAND,SIMDEGA,2009,10
JHARKHAND,SIMDEGA,2010,14
JHARKHAND,SIMDEGA,2011,19
JHARKHAND,SIMDEGA,2012,20
MAHARASHTRA,SINDHUDURG,2001,2
MAHARASHTRA,SINDHUDURG,2002,4
MAHARASHTRA,SINDHUDURG,2003,8
MAHARASHTRA,SINDHUDURG,2004,5
MAHARASHTRA,SINDHUDURG,2005,4
MAHARASHTRA,SINDHUDURG,2006,4
MAHARASHTRA,SINDHUDURG,2007,4
MAHARASHTRA,SINDHUDURG,2008,2
MAHARASHTRA,SINDHUDURG,2009,4
MAHARASHTRA,SINDHUDURG,2010,5
MAHARASHTRA,SINDHUDURG,2011,10
MAHARASHTRA,SINDHUDURG,2012,8
MADHYA PRADESH,SINGRAULI,2008,13
MADHYA PRADESH,SINGRAULI,2009,16
MADHYA PRADESH,SINGRAULI,2010,24
MADHYA PRADESH,SINGRAULI,2011,25
MADHYA PRADESH,SINGRAULI,2012,36
TRIPURA,SIPAHIJALA,2012,29
HIMACHAL PRADESH,SIRMAUR,2001,13
HIMACHAL PRADESH,SIRMAUR,2002,10
HIMACHAL PRADESH,SIRMAUR,2003,15
HIMACHAL PRADESH,SIRMAUR,2004,13
HIMACHAL PRADESH,SIRMAUR,2005,9
HIMACHAL PRADESH,SIRMAUR,2006,6
HIMACHAL PRADESH,SIRMAUR,2007,12
HIMACHAL PRADESH,SIRMAUR,2008,14
HIMACHAL PRADESH,SIRMAUR,2009,10
HIMACHAL PRADESH,SIRMAUR,2010,14
HIMACHAL PRADESH,SIRMAUR,2011,17
HIMACHAL PRADESH,SIRMAUR,2012,11
RAJASTHAN,SIROHI,2001,24
RAJASTHAN,SIROHI,2002,44
RAJASTHAN,SIROHI,2003,35
RAJASTHAN,SIROHI,2004,33
RAJASTHAN,SIROHI,2005,24
RAJASTHAN,SIROHI,2006,26
RAJASTHAN,SIROHI,2007,37
RAJASTHAN,SIROHI,2008,40
RAJASTHAN,SIROHI,2009,28
RAJASTHAN,SIROHI,2010,34
RAJASTHAN,SIROHI,2011,60
RAJASTHAN,SIROHI,2012,69
HARYANA,SIRSA,2001,18
HARYANA,SIRSA,2002,22
HARYANA,SIRSA,2003,18
HARYANA,SIRSA,2004,16
HARYANA,SIRSA,2005,16
